V1,V2,V3,sci,common,kingdom,phylum,class,family,genus,header,order
Cluster 75,ENSPMJP00000015158_P,814,Parus major,Great Tit,Metazoa,Chordata,Aves,Paridae,Parus,Great Tit,Passeriformes
Cluster 75,XP_015486815,814,Parus major,Great Tit,Metazoa,Chordata,Aves,Paridae,Parus,Great Tit,Passeriformes
Cluster 76,XP_008105455,814,Anolis carolinensis,Green Anole,Metazoa,Chordata,Lepidosauria,Dactyloidae,Anolis,Green Anole,Squamata
Cluster 76,XP_008105455,814,Anolis carolinensis,Green Anole,Metazoa,Chordata,Lepidosauria,Dactyloidae,Anolis,Green Anole,Squamata
Cluster 76,ENSACAP00000016751_A,814,Anolis carolinensis,Green Anole,Metazoa,Chordata,Lepidosauria,Dactyloidae,Anolis,Green Anole,Squamata
Cluster 76,XP_008105455,814,Anolis carolinensis,Green Anole,Metazoa,Chordata,Lepidosauria,Dactyloidae,Anolis,Green Anole,Squamata
Cluster 77,XP_017295385,814,Kryptolebias marmoratus,NA,Metazoa,Chordata,Actinopteri,Rivulidae,Kryptolebias,Kryptolebias marmoratus,Cyprinodontiformes
Cluster 77,XP_017295385,814,Kryptolebias marmoratus,NA,Metazoa,Chordata,Actinopteri,Rivulidae,Kryptolebias,Kryptolebias marmoratus,Cyprinodontiformes
Cluster 77,ENSKMAP00000024993_K,814,Kryptolebias marmoratus,NA,Metazoa,Chordata,Actinopteri,Rivulidae,Kryptolebias,Kryptolebias marmoratus,Cyprinodontiformes
Cluster 77,XP_017295385,814,Kryptolebias marmoratus,NA,Metazoa,Chordata,Actinopteri,Rivulidae,Kryptolebias,Kryptolebias marmoratus,Cyprinodontiformes
Cluster 78,AWP01324,814,Scophthalmus maximus,turbot,Metazoa,Chordata,Actinopteri,Scophthalmidae,Scophthalmus,turbot,Pleuronectiformes
Cluster 78,ENSSMAP00000021642_S,814,NA,NA,NA,NA,NA,NA,NA,ENSSMAP00000021642_S,NA
Cluster 79,XP_029354066,814,Echeneis naucrates,sharksucker,Metazoa,Chordata,Actinopteri,Echeneidae,Echeneis,sharksucker,Carangiformes
Cluster 79,XP_029354066,814,Echeneis naucrates,sharksucker,Metazoa,Chordata,Actinopteri,Echeneidae,Echeneis,sharksucker,Carangiformes
Cluster 79,XP_029354066,814,Echeneis naucrates,sharksucker,Metazoa,Chordata,Actinopteri,Echeneidae,Echeneis,sharksucker,Carangiformes
Cluster 80,XP_028999570,814,Betta splendens,siamese fighting fish,Metazoa,Chordata,Actinopteri,Osphronemidae,Betta,siamese fighting fish,Anabantiformes
Cluster 80,XP_028999570,814,Betta splendens,siamese fighting fish,Metazoa,Chordata,Actinopteri,Osphronemidae,Betta,siamese fighting fish,Anabantiformes
Cluster 80,ENSBSLP00000001288_B,814,Betta splendens,siamese fighting fish,Metazoa,Chordata,Actinopteri,Osphronemidae,Betta,siamese fighting fish,Anabantiformes
Cluster 80,XP_028999570,814,Betta splendens,siamese fighting fish,Metazoa,Chordata,Actinopteri,Osphronemidae,Betta,siamese fighting fish,Anabantiformes
Cluster 81,ENSLACP00000016231_L,814,Latimeria chalumnae,West Indian Ocean coelacanth,Metazoa,Chordata,Coelacanthimorpha,Coelacanthidae,Latimeria,West Indian Ocean coelacanth,Coelacanthiformes
Cluster 82,XP_023417808,813,Cavia porcellus,Domesticated Guinea Pig,Metazoa,Chordata,Mammalia,Caviidae,Cavia,Domesticated Guinea Pig,Rodentia
Cluster 82,XP_023417808,813,Cavia porcellus,Domesticated Guinea Pig,Metazoa,Chordata,Mammalia,Caviidae,Cavia,Domesticated Guinea Pig,Rodentia
Cluster 82,XP_023417808,813,Cavia porcellus,Domesticated Guinea Pig,Metazoa,Chordata,Mammalia,Caviidae,Cavia,Domesticated Guinea Pig,Rodentia
Cluster 83,XP_005443093,813,Falco cherrug,Saker Falcon,Metazoa,Chordata,Aves,Falconidae,Falco,Saker Falcon,Falconiformes
Cluster 83,XP_005443093,813,Falco cherrug,Saker Falcon,Metazoa,Chordata,Aves,Falconidae,Falco,Saker Falcon,Falconiformes
Cluster 83,XP_005443093,813,Falco cherrug,Saker Falcon,Metazoa,Chordata,Aves,Falconidae,Falco,Saker Falcon,Falconiformes
Cluster 84,XP_026131313,812,Carassius auratus,goldfish,Metazoa,Chordata,Actinopteri,Cyprinidae,Carassius,goldfish,Cypriniformes
Cluster 84,XP_026131313,812,Carassius auratus,goldfish,Metazoa,Chordata,Actinopteri,Cyprinidae,Carassius,goldfish,Cypriniformes
Cluster 84,XP_026131313,812,Carassius auratus,goldfish,Metazoa,Chordata,Actinopteri,Cyprinidae,Carassius,goldfish,Cypriniformes
Cluster 85,KTF89199,812,Cyprinus carpio,common carp,Metazoa,Chordata,Actinopteri,Cyprinidae,Cyprinus,common carp,Cypriniformes
Cluster 86,XP_020465646,812,Monopterus albus,swamp eel,Metazoa,Chordata,Actinopteri,Synbranchidae,Monopterus,swamp eel,Synbranchiformes
Cluster 86,XP_020465646,812,Monopterus albus,swamp eel,Metazoa,Chordata,Actinopteri,Synbranchidae,Monopterus,swamp eel,Synbranchiformes
Cluster 86,XP_020465646,812,Monopterus albus,swamp eel,Metazoa,Chordata,Actinopteri,Synbranchidae,Monopterus,swamp eel,Synbranchiformes
Cluster 87,KAF3832838,812,Dissostichus mawsoni,NA,Metazoa,Chordata,Actinopteri,Nototheniidae,Dissostichus,Dissostichus mawsoni,Perciformes
Cluster 88,XP_009509070,812,Phalacrocorax carbo,Great Cormorant,Metazoa,Chordata,Aves,Phalacrocoracidae,Phalacrocorax,Great Cormorant,Pelecaniformes
Cluster 88,XP_009509070,812,Phalacrocorax carbo,Great Cormorant,Metazoa,Chordata,Aves,Phalacrocoracidae,Phalacrocorax,Great Cormorant,Pelecaniformes
Cluster 88,XP_009509070,812,Phalacrocorax carbo,Great Cormorant,Metazoa,Chordata,Aves,Phalacrocoracidae,Phalacrocorax,Great Cormorant,Pelecaniformes
Cluster 89,XP_010884777,812,Esox lucius,northern pike,Metazoa,Chordata,Actinopteri,Esocidae,Esox,northern pike,Esociformes
Cluster 89,ENSELUP00000033512_E,812,Esox lucius,northern pike,Metazoa,Chordata,Actinopteri,Esocidae,Esox,northern pike,Esociformes
Cluster 89,XP_010884777,812,Esox lucius,northern pike,Metazoa,Chordata,Actinopteri,Esocidae,Esox,northern pike,Esociformes
Cluster 90,XP_027389727,811,Bos indicus x Bos taurus,NA,Metazoa,Chordata,Mammalia,Bovidae,Bos,Bos indicus x Bos taurus,Artiodactyla
Cluster 90,XP_027389730,750,Bos indicus x Bos taurus,NA,Metazoa,Chordata,Mammalia,Bovidae,Bos,Bos indicus x Bos taurus,Artiodactyla
Cluster 90,XP_010833001,431,Bison bison bison,plains bison,Metazoa,Chordata,Mammalia,Bovidae,Bison,plains bison,Artiodactyla
Cluster 90,XP_027389727,811,Bos indicus x Bos taurus,NA,Metazoa,Chordata,Mammalia,Bovidae,Bos,Bos indicus x Bos taurus,Artiodactyla
Cluster 90,ENSBIXP00005026344_B,811,Bos indicus x Bos taurus,NA,Metazoa,Chordata,Mammalia,Bovidae,Bos,Bos indicus x Bos taurus,Artiodactyla
Cluster 90,XP_010833001,431,Bison bison bison,plains bison,Metazoa,Chordata,Mammalia,Bovidae,Bison,plains bison,Artiodactyla
Cluster 90,XP_027389727,811,Bos indicus x Bos taurus,NA,Metazoa,Chordata,Mammalia,Bovidae,Bos,Bos indicus x Bos taurus,Artiodactyla
Cluster 91,XP_005228485,811,Bos taurus,aurochs,Metazoa,Chordata,Mammalia,Bovidae,Bos,aurochs,Artiodactyla
Cluster 91,XP_015317271,750,Bos taurus,aurochs,Metazoa,Chordata,Mammalia,Bovidae,Bos,aurochs,Artiodactyla
Cluster 91,XP_005228485,811,Bos taurus,aurochs,Metazoa,Chordata,Mammalia,Bovidae,Bos,aurochs,Artiodactyla
Cluster 92,XP_019811719,811,Bos indicus,Brahma cattle,Metazoa,Chordata,Mammalia,Bovidae,Bos,Brahma cattle,Artiodactyla
Cluster 92,XP_019811719,811,Bos indicus,Brahma cattle,Metazoa,Chordata,Mammalia,Bovidae,Bos,Brahma cattle,Artiodactyla
Cluster 92,XP_019811719,811,Bos indicus,Brahma cattle,Metazoa,Chordata,Mammalia,Bovidae,Bos,Brahma cattle,Artiodactyla
Cluster 93,XP_008153150,811,Eptesicus fuscus,big brown bat,Metazoa,Chordata,Mammalia,Vespertilionidae,Eptesicus,big brown bat,Chiroptera
Cluster 93,XP_008153150,811,Eptesicus fuscus,big brown bat,Metazoa,Chordata,Mammalia,Vespertilionidae,Eptesicus,big brown bat,Chiroptera
Cluster 93,XP_008153150,811,Eptesicus fuscus,big brown bat,Metazoa,Chordata,Mammalia,Vespertilionidae,Eptesicus,big brown bat,Chiroptera
Cluster 94,XP_031956594,811,Corvus moneduloides,New Caledonian Crow,Metazoa,Chordata,Aves,Corvidae,Corvus,New Caledonian Crow,Passeriformes
Cluster 94,XP_031956594,811,Corvus moneduloides,New Caledonian Crow,Metazoa,Chordata,Aves,Corvidae,Corvus,New Caledonian Crow,Passeriformes
Cluster 94,XP_031956594,811,Corvus moneduloides,New Caledonian Crow,Metazoa,Chordata,Aves,Corvidae,Corvus,New Caledonian Crow,Passeriformes
Cluster 95,XP_010392735,811,Corvus cornix cornix,NA,Metazoa,Chordata,Aves,Corvidae,Corvus,Corvus cornix cornix,Passeriformes
Cluster 95,XP_010392735,811,Corvus cornix cornix,NA,Metazoa,Chordata,Aves,Corvidae,Corvus,Corvus cornix cornix,Passeriformes
Cluster 95,XP_010392735,811,Corvus cornix cornix,NA,Metazoa,Chordata,Aves,Corvidae,Corvus,Corvus cornix cornix,Passeriformes
Cluster 96,XP_027494818,811,Corapipo altera,White-ruffed Manakin,Metazoa,Chordata,Aves,Pipridae,Corapipo,White-ruffed Manakin,Passeriformes
Cluster 96,XP_027494818,811,Corapipo altera,White-ruffed Manakin,Metazoa,Chordata,Aves,Pipridae,Corapipo,White-ruffed Manakin,Passeriformes
Cluster 96,XP_027494818,811,Corapipo altera,White-ruffed Manakin,Metazoa,Chordata,Aves,Pipridae,Corapipo,White-ruffed Manakin,Passeriformes
Cluster 97,XP_002194303,811,Taeniopygia guttata,Zebra Finch,Metazoa,Chordata,Aves,Estrildidae,Taeniopygia,Zebra Finch,Passeriformes
Cluster 97,XP_002194303,811,Taeniopygia guttata,Zebra Finch,Metazoa,Chordata,Aves,Estrildidae,Taeniopygia,Zebra Finch,Passeriformes
Cluster 97,XP_002194303,811,Taeniopygia guttata,Zebra Finch,Metazoa,Chordata,Aves,Estrildidae,Taeniopygia,Zebra Finch,Passeriformes
Cluster 98,KQK80079,811,Amazona aestiva,Turquoise-fronted Amazon,Metazoa,Chordata,Aves,Psittacidae,Amazona,Turquoise-fronted Amazon,Psittaciformes
Cluster 99,KAF2980691,811,Melospiza melodia maxima,NA,Metazoa,Chordata,Aves,Passerellidae,Melospiza,Melospiza melodia maxima,Passeriformes
Cluster 100,OPJ69605,811,Patagioenas fasciata monilis,NA,Metazoa,Chordata,Aves,Columbidae,Patagioenas,Patagioenas fasciata monilis,Columbiformes
Cluster 101,XP_027544864,811,Neopelma chrysocephalum,Saffron-crested Neopelma,Metazoa,Chordata,Aves,Pipridae,Neopelma,Saffron-crested Neopelma,Passeriformes
Cluster 101,XP_027544864,811,Neopelma chrysocephalum,Saffron-crested Neopelma,Metazoa,Chordata,Aves,Pipridae,Neopelma,Saffron-crested Neopelma,Passeriformes
Cluster 101,XP_027544864,811,Neopelma chrysocephalum,Saffron-crested Neopelma,Metazoa,Chordata,Aves,Pipridae,Neopelma,Saffron-crested Neopelma,Passeriformes
Cluster 102,XP_017667729,811,Lepidothrix coronata,Blue-crowned Manakin,Metazoa,Chordata,Aves,Pipridae,Lepidothrix,Blue-crowned Manakin,Passeriformes
Cluster 102,XP_017667729,811,Lepidothrix coronata,Blue-crowned Manakin,Metazoa,Chordata,Aves,Pipridae,Lepidothrix,Blue-crowned Manakin,Passeriformes
Cluster 102,XP_017667731,811,Lepidothrix coronata,Blue-crowned Manakin,Metazoa,Chordata,Aves,Pipridae,Lepidothrix,Blue-crowned Manakin,Passeriformes
Cluster 103,XP_027593974,811,Pipra filicauda,Wire-tailed Manakin,Metazoa,Chordata,Aves,Pipridae,Pipra,Wire-tailed Manakin,Passeriformes
Cluster 103,XP_027593974,811,Pipra filicauda,Wire-tailed Manakin,Metazoa,Chordata,Aves,Pipridae,Pipra,Wire-tailed Manakin,Passeriformes
Cluster 103,XP_027593974,811,Pipra filicauda,Wire-tailed Manakin,Metazoa,Chordata,Aves,Pipridae,Pipra,Wire-tailed Manakin,Passeriformes
Cluster 104,XP_017939494,811,Manacus vitellinus,Golden-collared Manakin,Metazoa,Chordata,Aves,Pipridae,Manacus,Golden-collared Manakin,Passeriformes
Cluster 104,XP_017939494,811,Manacus vitellinus,Golden-collared Manakin,Metazoa,Chordata,Aves,Pipridae,Manacus,Golden-collared Manakin,Passeriformes
Cluster 104,XP_017939494,811,Manacus vitellinus,Golden-collared Manakin,Metazoa,Chordata,Aves,Pipridae,Manacus,Golden-collared Manakin,Passeriformes
Cluster 105,XP_030332639,811,Strigops habroptila,Kakapo,Metazoa,Chordata,Aves,Psittacidae,Strigops,Kakapo,Psittaciformes
Cluster 105,XP_030332639,811,Strigops habroptila,Kakapo,Metazoa,Chordata,Aves,Psittacidae,Strigops,Kakapo,Psittaciformes
Cluster 105,XP_030332639,811,Strigops habroptila,Kakapo,Metazoa,Chordata,Aves,Psittacidae,Strigops,Kakapo,Psittaciformes
Cluster 106,XP_005491832,811,Zonotrichia albicollis,Gorrión garganta blanca,Metazoa,Chordata,Aves,Passerellidae,Zonotrichia,Gorrión garganta blanca,Passeriformes
Cluster 106,XP_005491832,811,Zonotrichia albicollis,Gorrión garganta blanca,Metazoa,Chordata,Aves,Passerellidae,Zonotrichia,Gorrión garganta blanca,Passeriformes
Cluster 106,XP_005491832,811,Zonotrichia albicollis,Gorrión garganta blanca,Metazoa,Chordata,Aves,Passerellidae,Zonotrichia,Gorrión garganta blanca,Passeriformes
Cluster 107,XP_007070561,811,Chelonia mydas,Green Sea Turtle,Metazoa,Chordata,NA,Cheloniidae,Chelonia,Green Sea Turtle,Testudines
Cluster 107,XP_007070561,811,Chelonia mydas,Green Sea Turtle,Metazoa,Chordata,NA,Cheloniidae,Chelonia,Green Sea Turtle,Testudines
Cluster 107,XP_007070561,811,Chelonia mydas,Green Sea Turtle,Metazoa,Chordata,NA,Cheloniidae,Chelonia,Green Sea Turtle,Testudines
Cluster 108,XP_030058174,811,Microcaecilia unicolor,NA,Metazoa,Chordata,Amphibia,Siphonopidae,Microcaecilia,Microcaecilia unicolor,Gymnophiona
Cluster 108,XP_030058174,811,Microcaecilia unicolor,NA,Metazoa,Chordata,Amphibia,Siphonopidae,Microcaecilia,Microcaecilia unicolor,Gymnophiona
Cluster 108,XP_030058174,811,Microcaecilia unicolor,NA,Metazoa,Chordata,Amphibia,Siphonopidae,Microcaecilia,Microcaecilia unicolor,Gymnophiona
Cluster 109,XP_032536093,811,Chiroxiphia lanceolata,Lance-tailed Manakin,Metazoa,Chordata,Aves,Pipridae,Chiroxiphia,Lance-tailed Manakin,Passeriformes
Cluster 110,ENSCCRP00010010298_C,811,NA,NA,NA,NA,NA,NA,NA,ENSCCRP00010010298_C,NA
Cluster 111,ENSLOCP00000009362_L,811,Lepisosteus oculatus,spotted gar,Metazoa,Chordata,Actinopteri,Lepisosteidae,Lepisosteus,spotted gar,Semionotiformes
Cluster 112,ENSBGRP00000018528_B,811,NA,NA,NA,NA,NA,NA,NA,ENSBGRP00000018528_B,NA
Cluster 113,XP_014731370,810,Sturnus vulgaris,Estornino pinto,Metazoa,Chordata,Aves,Sturnidae,Sturnus,Estornino pinto,Passeriformes
Cluster 113,XP_014731370,810,Sturnus vulgaris,Estornino pinto,Metazoa,Chordata,Aves,Sturnidae,Sturnus,Estornino pinto,Passeriformes
Cluster 113,XP_014731370,810,Sturnus vulgaris,Estornino pinto,Metazoa,Chordata,Aves,Sturnidae,Sturnus,Estornino pinto,Passeriformes
Cluster 114,XP_005037422,810,Ficedula albicollis,Collared Flycatcher,Metazoa,Chordata,Aves,Muscicapidae,Ficedula,Collared Flycatcher,Passeriformes
Cluster 114,XP_005037422,810,Ficedula albicollis,Collared Flycatcher,Metazoa,Chordata,Aves,Muscicapidae,Ficedula,Collared Flycatcher,Passeriformes
Cluster 114,ENSFALP00000004577_F,810,NA,NA,NA,NA,NA,NA,NA,ENSFALP00000004577_F,NA
Cluster 114,XP_005037422,810,Ficedula albicollis,Collared Flycatcher,Metazoa,Chordata,Aves,Muscicapidae,Ficedula,Collared Flycatcher,Passeriformes
Cluster 115,XP_028837781,810,Denticeps clupeoides,NA,Metazoa,Chordata,Actinopteri,Denticipitidae,Denticeps,Denticeps clupeoides,Clupeiformes
Cluster 115,XP_028837781,810,Denticeps clupeoides,NA,Metazoa,Chordata,Actinopteri,Denticipitidae,Denticeps,Denticeps clupeoides,Clupeiformes
Cluster 115,XP_028837781,810,Denticeps clupeoides,NA,Metazoa,Chordata,Actinopteri,Denticipitidae,Denticeps,Denticeps clupeoides,Clupeiformes
Cluster 116,XP_030642567,810,Chanos chanos,sabalote,Metazoa,Chordata,Actinopteri,Chanidae,Chanos,sabalote,Gonorynchiformes
Cluster 117,XP_016350320,810,Sinocyclocheilus anshuiensis,NA,Metazoa,Chordata,Actinopteri,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus anshuiensis,Cypriniformes
Cluster 117,ENSSANP00000049344_S,810,Sinocyclocheilus anshuiensis,NA,Metazoa,Chordata,Actinopteri,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus anshuiensis,Cypriniformes
Cluster 118,XP_016404210,810,Sinocyclocheilus rhinocerous,NA,Metazoa,Chordata,Actinopteri,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus rhinocerous,Cypriniformes
Cluster 118,ENSSRHP00000075010_S,777,Sinocyclocheilus rhinocerous,NA,Metazoa,Chordata,Actinopteri,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus rhinocerous,Cypriniformes
Cluster 119,XP_021240731,810,Numida meleagris,Helmeted Guineafowl,Metazoa,Chordata,Aves,Numididae,Numida,Helmeted Guineafowl,Galliformes
Cluster 119,XP_021240731,810,Numida meleagris,Helmeted Guineafowl,Metazoa,Chordata,Aves,Numididae,Numida,Helmeted Guineafowl,Galliformes
Cluster 119,ENSNMEP00000017895_N,810,Numida meleagris,Helmeted Guineafowl,Metazoa,Chordata,Aves,Numididae,Numida,Helmeted Guineafowl,Galliformes
Cluster 119,XP_021240731,810,Numida meleagris,Helmeted Guineafowl,Metazoa,Chordata,Aves,Numididae,Numida,Helmeted Guineafowl,Galliformes
Cluster 120,TMS13523,810,Larimichthys crocea,yellow croaker,Metazoa,Chordata,Actinopteri,Sciaenidae,Larimichthys,yellow croaker,NA
Cluster 121,XP_012675889,810,Clupea harengus,Baltic herring,Metazoa,Chordata,Actinopteri,Clupeidae,Clupea,Baltic herring,Clupeiformes
Cluster 122,XP_010730146,810,Larimichthys crocea,yellow croaker,Metazoa,Chordata,Actinopteri,Sciaenidae,Larimichthys,yellow croaker,NA
Cluster 122,XP_010730146,810,Larimichthys crocea,yellow croaker,Metazoa,Chordata,Actinopteri,Sciaenidae,Larimichthys,yellow croaker,NA
Cluster 122,ENSLCRP00005034598_L,810,Larimichthys crocea,yellow croaker,Metazoa,Chordata,Actinopteri,Sciaenidae,Larimichthys,yellow croaker,NA
Cluster 122,XP_010730146,810,Larimichthys crocea,yellow croaker,Metazoa,Chordata,Actinopteri,Sciaenidae,Larimichthys,yellow croaker,NA
Cluster 123,XP_007560208,808,Poecilia formosa,topote amazona,Metazoa,Chordata,Actinopteri,Poeciliidae,Poecilia,topote amazona,Cyprinodontiformes
Cluster 123,XP_007560208,808,Poecilia formosa,topote amazona,Metazoa,Chordata,Actinopteri,Poeciliidae,Poecilia,topote amazona,Cyprinodontiformes
Cluster 123,ENSPFOP00000017013_P,810,Poecilia formosa,topote amazona,Metazoa,Chordata,Actinopteri,Poeciliidae,Poecilia,topote amazona,Cyprinodontiformes
Cluster 123,XP_007560208,808,Poecilia formosa,topote amazona,Metazoa,Chordata,Actinopteri,Poeciliidae,Poecilia,topote amazona,Cyprinodontiformes
Cluster 124,XP_027691156,809,Vombatus ursinus,Common Wombat,Metazoa,Chordata,Mammalia,Vombatidae,Vombatus,Common Wombat,Diprotodontia
Cluster 124,XP_027691156,809,Vombatus ursinus,Common Wombat,Metazoa,Chordata,Mammalia,Vombatidae,Vombatus,Common Wombat,Diprotodontia
Cluster 124,XP_027691156,809,Vombatus ursinus,Common Wombat,Metazoa,Chordata,Mammalia,Vombatidae,Vombatus,Common Wombat,Diprotodontia
Cluster 125,XP_030811385,809,Camarhynchus parvulus,Small Tree Finch,Metazoa,Chordata,Aves,Thraupidae,Camarhynchus,Small Tree Finch,Passeriformes
Cluster 125,XP_030811385,809,Camarhynchus parvulus,Small Tree Finch,Metazoa,Chordata,Aves,Thraupidae,Camarhynchus,Small Tree Finch,Passeriformes
Cluster 125,XP_030811385,809,Camarhynchus parvulus,Small Tree Finch,Metazoa,Chordata,Aves,Thraupidae,Camarhynchus,Small Tree Finch,Passeriformes
Cluster 126,XP_005426221,809,Geospiza fortis,Medium Ground Finch,Metazoa,Chordata,Aves,Thraupidae,Geospiza,Medium Ground Finch,Passeriformes
Cluster 126,XP_005426221,809,Geospiza fortis,Medium Ground Finch,Metazoa,Chordata,Aves,Thraupidae,Geospiza,Medium Ground Finch,Passeriformes
Cluster 126,XP_005426221,809,Geospiza fortis,Medium Ground Finch,Metazoa,Chordata,Aves,Thraupidae,Geospiza,Medium Ground Finch,Passeriformes
Cluster 127,XP_005516712,809,Pseudopodoces humilis,NA,Metazoa,Chordata,Aves,Paridae,Pseudopodoces,Pseudopodoces humilis,Passeriformes
Cluster 127,XP_005516712,809,Pseudopodoces humilis,NA,Metazoa,Chordata,Aves,Paridae,Pseudopodoces,Pseudopodoces humilis,Passeriformes
Cluster 127,XP_005516712,809,Pseudopodoces humilis,NA,Metazoa,Chordata,Aves,Paridae,Pseudopodoces,Pseudopodoces humilis,Passeriformes
Cluster 128,XP_009087922,809,Serinus canaria,Common Canary,Metazoa,Chordata,Aves,Fringillidae,Serinus,Common Canary,Passeriformes
Cluster 128,XP_009087922,809,Serinus canaria,Common Canary,Metazoa,Chordata,Aves,Fringillidae,Serinus,Common Canary,Passeriformes
Cluster 128,XP_009087922,809,Serinus canaria,Common Canary,Metazoa,Chordata,Aves,Fringillidae,Serinus,Common Canary,Passeriformes
Cluster 129,XP_009816127,809,Gavia stellata,Colimbo menor,Metazoa,Chordata,Aves,Gaviidae,Gavia,Colimbo menor,Gaviiformes
Cluster 129,XP_009816127,809,Gavia stellata,Colimbo menor,Metazoa,Chordata,Aves,Gaviidae,Gavia,Colimbo menor,Gaviiformes
Cluster 129,XP_009816127,809,Gavia stellata,Colimbo menor,Metazoa,Chordata,Aves,Gaviidae,Gavia,Colimbo menor,Gaviiformes
Cluster 130,XP_009275140,809,Aptenodytes forsteri,Emperor Penguin,Metazoa,Chordata,Aves,Spheniscidae,Aptenodytes,Emperor Penguin,Sphenisciformes
Cluster 130,XP_009275141,745,Aptenodytes forsteri,Emperor Penguin,Metazoa,Chordata,Aves,Spheniscidae,Aptenodytes,Emperor Penguin,Sphenisciformes
Cluster 130,XP_009275140,809,Aptenodytes forsteri,Emperor Penguin,Metazoa,Chordata,Aves,Spheniscidae,Aptenodytes,Emperor Penguin,Sphenisciformes
Cluster 130,XP_009275140,809,Aptenodytes forsteri,Emperor Penguin,Metazoa,Chordata,Aves,Spheniscidae,Aptenodytes,Emperor Penguin,Sphenisciformes
Cluster 131,XP_021388026,809,Lonchura striata domestica,NA,Metazoa,Chordata,Aves,Estrildidae,Lonchura,Lonchura striata domestica,Passeriformes
Cluster 131,XP_021388026,809,Lonchura striata domestica,NA,Metazoa,Chordata,Aves,Estrildidae,Lonchura,Lonchura striata domestica,Passeriformes
Cluster 131,XP_021388026,809,Lonchura striata domestica,NA,Metazoa,Chordata,Aves,Estrildidae,Lonchura,Lonchura striata domestica,Passeriformes
Cluster 132,XP_005151516,809,Melopsittacus undulatus,Budgerigar,Metazoa,Chordata,Aves,Psittaculidae,Melopsittacus,Budgerigar,Psittaciformes
Cluster 132,XP_005151516,809,Melopsittacus undulatus,Budgerigar,Metazoa,Chordata,Aves,Psittaculidae,Melopsittacus,Budgerigar,Psittaciformes
Cluster 133,XP_010178703,809,Mesitornis unicolor,Brown Mesite,Metazoa,Chordata,Aves,Mesitornithidae,Mesitornis,Brown Mesite,Gruiformes
